attribute,value,idf
mpg,9.0,3.060127712748116
mpg,10.0,2.5692388069095244
mpg,10.0,2.5692388069095244
mpg,11.0,2.1654524970480087
mpg,11.0,2.1654524970480087
mpg,11.0,2.1654524970480087
mpg,11.0,2.1654524970480087
mpg,12.0,1.847172181895226
mpg,12.0,1.847172181895226
mpg,12.0,1.847172181895226
mpg,12.0,1.847172181895226
mpg,12.0,1.847172181895226
mpg,12.0,1.847172181895226
mpg,13.0,1.6094178337012917
mpg,13.0,1.6094178337012917
mpg,13.0,1.6094178337012917
mpg,13.0,1.6094178337012917
mpg,13.0,1.6094178337012917
mpg,13.0,1.6094178337012917
mpg,13.0,1.6094178337012917
mpg,13.0,1.6094178337012917
mpg,13.0,1.6094178337012917
mpg,13.0,1.6094178337012917
mpg,13.0,1.6094178337012917
mpg,13.0,1.6094178337012917
mpg,13.0,1.6094178337012917
mpg,13.0,1.6094178337012917
mpg,13.0,1.6094178337012917
mpg,13.0,1.6094178337012917
mpg,13.0,1.6094178337012917
mpg,13.0,1.6094178337012917
mpg,13.0,1.6094178337012917
mpg,13.0,1.6094178337012917
mpg,14.0,1.4428949512339222
mpg,14.0,1.4428949512339222
mpg,14.0,1.4428949512339222
mpg,14.0,1.4428949512339222
mpg,14.0,1.4428949512339222
mpg,14.0,1.4428949512339222
mpg,14.0,1.4428949512339222
mpg,14.0,1.4428949512339222
mpg,14.0,1.4428949512339222
mpg,14.0,1.4428949512339222
mpg,14.0,1.4428949512339222
mpg,14.0,1.4428949512339222
mpg,14.0,1.4428949512339222
mpg,14.0,1.4428949512339222
mpg,14.0,1.4428949512339222
mpg,14.0,1.4428949512339222
mpg,14.0,1.4428949512339222
mpg,14.0,1.4428949512339222
mpg,14.0,1.4428949512339222
mpg,14.5,1.3823633192476885
mpg,15.0,1.3345719452329026
mpg,15.0,1.3345719452329026
mpg,15.0,1.3345719452329026
mpg,15.0,1.3345719452329026
mpg,15.0,1.3345719452329026
mpg,15.0,1.3345719452329026
mpg,15.0,1.3345719452329026
mpg,15.0,1.3345719452329026
mpg,15.0,1.3345719452329026
mpg,15.0,1.3345719452329026
mpg,15.0,1.3345719452329026
mpg,15.0,1.3345719452329026
mpg,15.0,1.3345719452329026
mpg,15.0,1.3345719452329026
mpg,15.0,1.3345719452329026
mpg,15.0,1.3345719452329026
mpg,15.5,1.2977190165637094
mpg,15.5,1.2977190165637094
mpg,15.5,1.2977190165637094
mpg,15.5,1.2977190165637094
mpg,15.5,1.2977190165637094
mpg,16.0,1.270159705304389
mpg,16.0,1.270159705304389
mpg,16.0,1.270159705304389
mpg,16.0,1.270159705304389
mpg,16.0,1.270159705304389
mpg,16.0,1.270159705304389
mpg,16.0,1.270159705304389
mpg,16.0,1.270159705304389
mpg,16.0,1.270159705304389
mpg,16.0,1.270159705304389
mpg,16.0,1.270159705304389
mpg,16.0,1.270159705304389
mpg,16.0,1.270159705304389
mpg,16.200001,1.2614180615199913
mpg,16.5,1.2505120189708536
mpg,16.5,1.2505120189708536
mpg,16.5,1.2505120189708536
mpg,16.9,1.2397656715626326
mpg,17.0,1.2377138611009317
mpg,17.0,1.2377138611009317
mpg,17.0,1.2377138611009317
mpg,17.0,1.2377138611009317
mpg,17.0,1.2377138611009317
mpg,17.0,1.2377138611009317
mpg,17.0,1.2377138611009317
mpg,17.5,1.2310119069966305
mpg,17.5,1.2310119069966305
mpg,17.5,1.2310119069966305
mpg,17.5,1.2310119069966305
mpg,17.5,1.2310119069966305
mpg,17.6,1.2303541717827455
mpg,17.6,1.2303541717827455
mpg,17.700001,1.2299154795306046
mpg,18.0,1.229880372350203
mpg,18.0,1.229880372350203
mpg,18.0,1.229880372350203
mpg,18.0,1.229880372350203
mpg,18.0,1.229880372350203
mpg,18.0,1.229880372350203
mpg,18.0,1.229880372350203
mpg,18.0,1.229880372350203
mpg,18.0,1.229880372350203
mpg,18.0,1.229880372350203
mpg,18.0,1.229880372350203
mpg,18.0,1.229880372350203
mpg,18.0,1.229880372350203
mpg,18.0,1.229880372350203
mpg,18.0,1.229880372350203
mpg,18.0,1.229880372350203
mpg,18.0,1.229880372350203
mpg,18.1,1.230284617392418
mpg,18.1,1.230284617392418
mpg,18.200001,1.230891183141445
mpg,18.5,1.233887876200391
mpg,18.5,1.233887876200391
mpg,18.5,1.233887876200391
mpg,18.6,1.2352656979206935
mpg,19.0,1.2425459170972133
mpg,19.0,1.2425459170972133
mpg,19.0,1.2425459170972133
mpg,19.0,1.2425459170972133
mpg,19.0,1.2425459170972133
mpg,19.0,1.2425459170972133
mpg,19.0,1.2425459170972133
mpg,19.0,1.2425459170972133
mpg,19.0,1.2425459170972133
mpg,19.0,1.2425459170972133
mpg,19.0,1.2425459170972133
mpg,19.0,1.2425459170972133
mpg,19.1,1.2447804790224404
mpg,19.200001,1.247168314599131
mpg,19.200001,1.247168314599131
mpg,19.200001,1.247168314599131
mpg,19.4,1.252375006033243
mpg,19.4,1.252375006033243
mpg,19.799999,1.2642871759260035
mpg,19.9,1.2675255223892876
mpg,20.0,1.270848568862917
mpg,20.0,1.270848568862917
mpg,20.0,1.270848568862917
mpg,20.0,1.270848568862917
mpg,20.0,1.270848568862917
mpg,20.0,1.270848568862917
mpg,20.0,1.270848568862917
mpg,20.0,1.270848568862917
mpg,20.0,1.270848568862917
mpg,20.200001,1.2777075610077973
mpg,20.200001,1.2777075610077973
mpg,20.200001,1.2777075610077973
mpg,20.200001,1.2777075610077973
mpg,20.299999,1.281222121995056
mpg,20.5,1.2883672387358462
mpg,20.5,1.2883672387358462
mpg,20.5,1.2883672387358462
mpg,20.6,1.2919756265167102
mpg,20.6,1.2919756265167102
mpg,20.799999,1.2992090119570598
mpg,21.0,1.3063927352073454
mpg,21.0,1.3063927352073454
mpg,21.0,1.3063927352073454
mpg,21.0,1.3063927352073454
mpg,21.0,1.3063927352073454
mpg,21.0,1.3063927352073454
mpg,21.0,1.3063927352073454
mpg,21.0,1.3063927352073454
mpg,21.1,1.3099398623267042
mpg,21.5,1.3236073971232998
mpg,21.5,1.3236073971232998
mpg,21.5,1.3236073971232998
mpg,21.6,1.3268516004939919
mpg,22.0,1.338934627377511
mpg,22.0,1.338934627377511
mpg,22.0,1.338934627377511
mpg,22.0,1.338934627377511
mpg,22.0,1.338934627377511
mpg,22.0,1.338934627377511
mpg,22.0,1.338934627377511
mpg,22.0,1.338934627377511
mpg,22.0,1.338934627377511
mpg,22.0,1.338934627377511
mpg,22.299999,1.346938116709705
mpg,22.4,1.3493924711407705
mpg,22.5,1.3517399560499095
mpg,23.0,1.3619569329681045
mpg,23.0,1.3619569329681045
mpg,23.0,1.3619569329681045
mpg,23.0,1.3619569329681045
mpg,23.0,1.3619569329681045
mpg,23.0,1.3619569329681045
mpg,23.0,1.3619569329681045
mpg,23.0,1.3619569329681045
mpg,23.0,1.3619569329681045
mpg,23.0,1.3619569329681045
mpg,23.200001,1.3654161606458965
mpg,23.5,1.370097956408642
mpg,23.6,1.3715572888939707
mpg,23.700001,1.3729816618077728
mpg,23.799999,1.3743810269205676
mpg,23.9,1.3757657782542023
mpg,23.9,1.3757657782542023
mpg,24.0,1.3771463959110313
mpg,24.0,1.3771463959110313
mpg,24.0,1.3771463959110313
mpg,24.0,1.3771463959110313
mpg,24.0,1.3771463959110313
mpg,24.0,1.3771463959110313
mpg,24.0,1.3771463959110313
mpg,24.0,1.3771463959110313
mpg,24.0,1.3771463959110313
mpg,24.0,1.3771463959110313
mpg,24.0,1.3771463959110313
mpg,24.200001,1.379938104118343
mpg,24.299999,1.3813706738594382
mpg,24.5,1.3843627714330498
mpg,24.5,1.3843627714330498
mpg,25.0,1.3930575886301837
mpg,25.0,1.3930575886301837
mpg,25.0,1.3930575886301837
mpg,25.0,1.3930575886301837
mpg,25.0,1.3930575886301837
mpg,25.0,1.3930575886301837
mpg,25.0,1.3930575886301837
mpg,25.0,1.3930575886301837
mpg,25.0,1.3930575886301837
mpg,25.0,1.3930575886301837
mpg,25.0,1.3930575886301837
mpg,25.1,1.3950800335238027
mpg,25.4,1.4018608769443814
mpg,25.4,1.4018608769443814
mpg,25.5,1.4043814537592105
mpg,25.5,1.4043814537592105
mpg,25.799999,1.4128004061604147
mpg,26.0,1.4191667019169645
mpg,26.0,1.4191667019169645
mpg,26.0,1.4191667019169645
mpg,26.0,1.4191667019169645
mpg,26.0,1.4191667019169645
mpg,26.0,1.4191667019169645
mpg,26.0,1.4191667019169645
mpg,26.0,1.4191667019169645
mpg,26.0,1.4191667019169645
mpg,26.0,1.4191667019169645
mpg,26.0,1.4191667019169645
mpg,26.0,1.4191667019169645
mpg,26.0,1.4191667019169645
mpg,26.4,1.4337857397895066
mpg,26.5,1.4378358882349984
mpg,26.6,1.4420422726703919
mpg,26.6,1.4420422726703919
mpg,26.799999,1.4509146827132389
mpg,27.0,1.4603790867902302
mpg,27.0,1.4603790867902302
mpg,27.0,1.4603790867902302
mpg,27.0,1.4603790867902302
mpg,27.0,1.4603790867902302
mpg,27.0,1.4603790867902302
mpg,27.0,1.4603790867902302
mpg,27.0,1.4603790867902302
mpg,27.0,1.4603790867902302
mpg,27.200001,1.47040252470174
mpg,27.200001,1.47040252470174
mpg,27.200001,1.47040252470174
mpg,27.4,1.4809443308488504
mpg,27.5,1.4863952414573651
mpg,27.9,1.5092481516509857
mpg,28.0,1.5151894370024934
mpg,28.0,1.5151894370024934
mpg,28.0,1.5151894370024934
mpg,28.0,1.5151894370024934
mpg,28.0,1.5151894370024934
mpg,28.0,1.5151894370024934
mpg,28.0,1.5151894370024934
mpg,28.0,1.5151894370024934
mpg,28.0,1.5151894370024934
mpg,28.0,1.5151894370024934
mpg,28.1,1.521207884964024
mpg,28.4,1.5396560815860303
mpg,28.799999,1.5649210159009337
mpg,29.0,1.5777312142563273
mpg,29.0,1.5777312142563273
mpg,29.0,1.5777312142563273
mpg,29.0,1.5777312142563273
mpg,29.0,1.5777312142563273
mpg,29.0,1.5777312142563273
mpg,29.0,1.5777312142563273
mpg,29.0,1.5777312142563273
mpg,29.5,1.60997696332394
mpg,29.5,1.60997696332394
mpg,29.799999,1.629361203434305
mpg,29.799999,1.629361203434305
mpg,29.9,1.6358211063843806
mpg,30.0,1.6422804412754017
mpg,30.0,1.6422804412754017
mpg,30.0,1.6422804412754017
mpg,30.0,1.6422804412754017
mpg,30.0,1.6422804412754017
mpg,30.0,1.6422804412754017
mpg,30.0,1.6422804412754017
mpg,30.5,1.6746251999749924
mpg,30.5,1.6746251999749924
mpg,30.9,1.7007374474012236
mpg,31.0,1.7073330895349033
mpg,31.0,1.7073330895349033
mpg,31.0,1.7073330895349033
mpg,31.0,1.7073330895349033
mpg,31.0,1.7073330895349033
mpg,31.0,1.7073330895349033
mpg,31.0,1.7073330895349033
mpg,31.299999,1.7273660740898333
mpg,31.5,1.7409844007766726
mpg,31.5,1.7409844007766726
mpg,31.6,1.7478903978349436
mpg,31.799999,1.761926659748356
mpg,31.9,1.7690693088897993
mpg,32.0,1.776302922069208
mpg,32.0,1.776302922069208
mpg,32.0,1.776302922069208
mpg,32.0,1.776302922069208
mpg,32.0,1.776302922069208
mpg,32.0,1.776302922069208
mpg,32.099998,1.7836334044974311
mpg,32.200001,1.791067159099211
mpg,32.400002,1.806265964516032
mpg,32.400002,1.806265964516032
mpg,32.700001,1.8299756514404173
mpg,32.799999,1.8381428337793606
mpg,32.900002,1.8464507833367039
mpg,33.0,1.8549034387495877
mpg,33.0,1.8549034387495877
mpg,33.0,1.8549034387495877
mpg,33.5,1.8995027540864275
mpg,33.5,1.8995027540864275
mpg,33.5,1.8995027540864275
mpg,33.700001,1.9185128559050901
mpg,33.799999,1.9282851652179034
mpg,34.0,1.9483860037861835
mpg,34.0,1.9483860037861835
mpg,34.099998,1.958722413504818
mpg,34.099998,1.958722413504818
mpg,34.200001,1.9692558672521605
mpg,34.299999,1.9799896809969124
mpg,34.400002,1.9909294017340384
mpg,34.5,2.002078528702338
mpg,34.5,2.002078528702338
mpg,34.700001,2.0250262638498366
mpg,35.0,2.0611453189623448
mpg,35.0,2.0611453189623448
mpg,35.099998,2.0736587671660756
mpg,35.700001,2.154122913796149
mpg,36.0,2.198092753665264
mpg,36.0,2.198092753665264
mpg,36.0,2.198092753665264
mpg,36.0,2.198092753665264
mpg,36.0,2.198092753665264
mpg,36.0,2.198092753665264
mpg,36.099998,2.2133454326752644
mpg,36.099998,2.2133454326752644
mpg,36.400002,2.260982664303467
mpg,37.0,2.3652255132173665
mpg,37.0,2.3652255132173665
mpg,37.0,2.3652255132173665
mpg,37.200001,2.4027728360297878
mpg,37.299999,2.4220863688803917
mpg,37.700001,2.5029752097962206
mpg,38.0,2.5674322108163765
mpg,38.0,2.5674322108163765
mpg,38.0,2.5674322108163765
mpg,38.0,2.5674322108163765
mpg,38.099998,2.5896231597682924
mpg,39.0,2.803629731756331
mpg,39.099998,2.828757437623941
mpg,39.400002,2.9052946877888934
mpg,40.799999,3.26642103852986
mpg,40.900002,3.2911440275954376
mpg,41.5,3.4325483106484587
mpg,43.099998,3.7449627326061576
mpg,43.400002,3.7969353390141904
mpg,44.0,3.9025845573438303
mpg,44.299999,3.9585039849530252
mpg,44.599998,4.017908326241146
mpg,46.599998,4.562848100533575
displacement,68.0,1.3147592568134785
displacement,70.0,1.2647303783868924
displacement,70.0,1.2647303783868924
displacement,70.0,1.2647303783868924
displacement,71.0,1.2407406123846978
displacement,71.0,1.2407406123846978
displacement,72.0,1.2174304534848879
displacement,76.0,1.1309311522348204
displacement,78.0,1.091686475767544
displacement,79.0,1.0730550398106662
displacement,79.0,1.0730550398106662
displacement,79.0,1.0730550398106662
displacement,79.0,1.0730550398106662
displacement,79.0,1.0730550398106662
displacement,79.0,1.0730550398106662
displacement,80.0,1.055080116830934
displacement,81.0,1.0377585694931464
displacement,83.0,1.0050627656024183
displacement,85.0,0.9749413765355076
displacement,85.0,0.9749413765355076
displacement,85.0,0.9749413765355076
displacement,85.0,0.9749413765355076
displacement,85.0,0.9749413765355076
displacement,85.0,0.9749413765355076
displacement,85.0,0.9749413765355076
displacement,85.0,0.9749413765355076
displacement,86.0,0.9608376284759343
displacement,86.0,0.9608376284759343
displacement,86.0,0.9608376284759343
displacement,86.0,0.9608376284759343
displacement,88.0,0.9345265905757276
displacement,89.0,0.9223121481442701
displacement,89.0,0.9223121481442701
displacement,89.0,0.9223121481442701
displacement,89.0,0.9223121481442701
displacement,89.0,0.9223121481442701
displacement,90.0,0.9107202216550105
displacement,90.0,0.9107202216550105
displacement,90.0,0.9107202216550105
displacement,90.0,0.9107202216550105
displacement,90.0,0.9107202216550105
displacement,90.0,0.9107202216550105
displacement,90.0,0.9107202216550105
displacement,90.0,0.9107202216550105
displacement,91.0,0.8997470843429407
displacement,91.0,0.8997470843429407
displacement,91.0,0.8997470843429407
displacement,91.0,0.8997470843429407
displacement,91.0,0.8997470843429407
displacement,91.0,0.8997470843429407
displacement,91.0,0.8997470843429407
displacement,91.0,0.8997470843429407
displacement,91.0,0.8997470843429407
displacement,91.0,0.8997470843429407
displacement,91.0,0.8997470843429407
displacement,91.0,0.8997470843429407
displacement,96.0,0.854028530435789
displacement,97.0,0.8466864435473638
displacement,97.0,0.8466864435473638
displacement,97.0,0.8466864435473638
displacement,97.0,0.8466864435473638
displacement,97.0,0.8466864435473638
displacement,97.0,0.8466864435473638
displacement,97.0,0.8466864435473638
displacement,97.0,0.8466864435473638
displacement,97.0,0.8466864435473638
displacement,97.0,0.8466864435473638
displacement,97.0,0.8466864435473638
displacement,97.0,0.8466864435473638
displacement,97.0,0.8466864435473638
displacement,97.0,0.8466864435473638
displacement,97.0,0.8466864435473638
displacement,97.0,0.8466864435473638
displacement,97.0,0.8466864435473638
displacement,97.0,0.8466864435473638
displacement,97.0,0.8466864435473638
displacement,97.0,0.8466864435473638
displacement,97.5,0.8432372813426723
displacement,98.0,0.8399353402774775
displacement,98.0,0.8399353402774775
displacement,98.0,0.8399353402774775
displacement,98.0,0.8399353402774775
displacement,98.0,0.8399353402774775
displacement,98.0,0.8399353402774775
displacement,98.0,0.8399353402774775
displacement,98.0,0.8399353402774775
displacement,98.0,0.8399353402774775
displacement,98.0,0.8399353402774775
displacement,98.0,0.8399353402774775
displacement,98.0,0.8399353402774775
displacement,98.0,0.8399353402774775
displacement,98.0,0.8399353402774775
displacement,98.0,0.8399353402774775
displacement,98.0,0.8399353402774775
displacement,98.0,0.8399353402774775
displacement,98.0,0.8399353402774775
displacement,100.0,0.828189133176319
displacement,101.0,0.8231853937426796
displacement,104.0,0.811598453931667
displacement,105.0,0.8088624089991726
displacement,105.0,0.8088624089991726
displacement,105.0,0.8088624089991726
displacement,105.0,0.8088624089991726
displacement,105.0,0.8088624089991726
displacement,105.0,0.8088624089991726
displacement,105.0,0.8088624089991726
displacement,107.0,0.8050517243650587
displacement,107.0,0.8050517243650587
displacement,107.0,0.8050517243650587
displacement,107.0,0.8050517243650587
displacement,107.0,0.8050517243650587
displacement,108.0,0.8039675078581745
displacement,108.0,0.8039675078581745
displacement,108.0,0.8039675078581745
displacement,108.0,0.8039675078581745
displacement,110.0,0.803416840956318
displacement,111.0,0.8039403713958135
displacement,112.0,0.8049896684115246
displacement,112.0,0.8049896684115246
displacement,112.0,0.8049896684115246
displacement,112.0,0.8049896684115246
displacement,113.0,0.8065595238655741
displacement,113.0,0.8065595238655741
displacement,113.0,0.8065595238655741
displacement,114.0,0.8086446453514612
displacement,115.0,0.8112396530075676
displacement,116.0,0.8143390759743342
displacement,116.0,0.8143390759743342
displacement,116.0,0.8143390759743342
displacement,116.0,0.8143390759743342
displacement,119.0,0.8266076777625909
displacement,119.0,0.8266076777625909
displacement,119.0,0.8266076777625909
displacement,119.0,0.8266076777625909
displacement,119.0,0.8266076777625909
displacement,119.0,0.8266076777625909
displacement,120.0,0.8316680870371082
displacement,120.0,0.8316680870371082
displacement,120.0,0.8316680870371082
displacement,120.0,0.8316680870371082
displacement,120.0,0.8316680870371082
displacement,120.0,0.8316680870371082
displacement,120.0,0.8316680870371082
displacement,120.0,0.8316680870371082
displacement,120.0,0.8316680870371082
displacement,121.0,0.8372040397484117
displacement,121.0,0.8372040397484117
displacement,121.0,0.8372040397484117
